AdID,CategoryID,Price
9944,51,17090.0
3973,34,2590.0
10176,34,58900.0
5408,22,1199.0
12725,26,1234.0
1236,22,5099.0
8707,22,905.0
10375,47,669.0
10605,26,6989.0
12190,34,0.0
16639,27,22990.0
4005,38,8900.0
14818,27,22190.0
16186,50,569.0
7757,34,14100.0
13922,38,6370.0
13322,38,8900.0
619,5,8950.0
6333,47,650.0
3940,22,5200.0
7295,57,62.0
7910,34,15950.0
9966,50,80720.0
8237,38,4069.0
1128,22,2800.0
16292,5,1390.0
116,22,1519.0
938,26,37990.0
2198,38,7950.0
6530,60,636.0
2441,38,1400.0
5406,41,2990.0
12942,38,6050.0
6512,38,62990.0
8129,38,1008.0
2561,38,8600.0
582,34,1500.0
14238,34,4960.0
8091,34,5500.0
12718,5,1152.0
14198,38,27256.0
4667,38,6990.0
1361,34,3980.0
1549,34,14990.0
7490,34,12780.0
153,34,6600.0
5550,34,3510.0
17061,41,8990.0
9405,22,3690.0
11836,13,2690.0
10022,27,35990.0
3575,22,23992.0
12699,34,16600.0
9886,38,14799.0
7981,25,12990.0
3096,50,1040.0
12965,11,9790.0
3442,27,15990.0
10289,47,6390.0
10941,60,1248.0
6541,34,6850.0
8993,29,2190.0
8160,34,3990.0
3654,27,17990.0
8810,22,3390.0
1736,38,1661.0
4823,50,629.0
2132,27,4250.0
17502,34,14500.0
13329,34,15900.0
9477,22,1099.0
15549,34,15578.0
12433,37,65000.0
3373,13,1190.0
6222,26,79990.0
3659,34,1.0
13072,60,2358.0
17211,34,4830.0
13022,44,22970.0
7386,13,1190.0
7412,50,1350.0
10971,57,349.0
13651,38,11800.0
17124,34,16400.0
463,2,74990.0
5708,38,6780.0
1000,34,2195.0
2145,34,14850.0
970,50,1190.0
3441,60,815.0
7578,50,14283.0
12036,60,10500.0
7668,22,1199.0
13080,41,1450.0
12709,34,1890.0
1326,53,7300.0
12197,22,3000.0
9586,41,2900.0
15148,38,4950.0
4598,60,474.0
1538,37,54000.0
15322,38,9990.0
9891,50,4990.0
3474,34,250.0
12413,34,9000.0
12214,36,53990.0
5434,27,27670.0
7259,22,5900.0
1147,38,456.0
5269,51,18200.0
9806,27,5490.0
16290,34,3580.0
16841,57,1600.0
6572,25,2500.0
1655,34,3920.0
10785,25,30990.0
4140,38,6620.0
17205,26,50900.0
6680,22,7999.0
9059,27,3950.0
16409,26,22581.0
8308,50,49637.0
13183,11,10990.0
11667,37,8000.0
8148,11,29990.0
14494,38,18000.0
5829,22,1279.0
12822,47,2210.0
11852,41,18740.0
7540,50,9410.0
14197,47,930.0
10878,34,2950.0
8182,50,186.0
1380,26,2389.0
6005,34,8000.0
5529,50,5472.0
6058,22,1990.0
16132,34,2390.0
12356,16,10290.0
9171,22,1879.0
1623,22,4900.0
12018,50,1790.0
8504,34,1300.0
15757,60,699.0
12747,27,10990.0
6734,41,490.0
6415,27,21490.0
860,53,96135.0
11407,11,43990.0
15474,38,8090.0
1490,22,1759.0
9757,9,1890.0
3890,34,195.0
12145,67,965000.0
7922,38,784.0
8992,38,10100.0
16780,41,18740.0
9850,38,22880.0
6486,50,18490.0
3599,4,8495.0
15121,22,1900.0
15256,38,14640.0
8312,47,7200.0
1488,50,5105.0
11792,11,250.0
11186,11,38990.0
2793,34,8500.0
11522,5,1143.0
2519,29,5669.0
102,38,28620.0
16944,34,200000.0
10622,60,674.0
150,60,4999.0
9690,27,5506.0
15301,38,6000.0
13411,38,15350.0
6241,11,13710.0
14514,34,5000.0
6324,35,17450.0
2720,60,891.0
15043,60,839.0
12577,22,4490.0
8001,38,6990.0
6342,22,1999.0
6074,5,800.0
6375,22,1399.0
2051,60,849.0
16969,34,55600.0
2219,60,1119.0
10282,60,3119.0
12806,5,6990.0
10586,38,2500.0
4451,4,14840.0
1040,34,6000.0
10760,38,8100.0
1437,22,8299.0
10090,47,2398.0
8042,29,570.0
3616,60,1039.0
12479,60,480.0
2859,52,325.0
7509,34,3990.0
16507,38,87750.0
690,41,13990.0
1180,38,1785.0
4146,60,1636.0
1701,27,1879.0
2481,22,4499.0
1449,60,1679.0
15394,38,3764.0
2460,51,13788.0
7438,34,5850.0
11607,26,33900.0
9870,22,764.0
5445,22,5900.0
4716,13,32990.0
15206,34,4090.0
4175,34,45000.0
2035,27,16309.0
14138,22,2449.0
9878,38,16990.0
734,60,684.0
11356,16,1519.0
6703,60,599.0
6757,13,32990.0
10247,4,33900.0
13061,22,11649.0
1141,22,5990.0
10039,38,14950.0
12454,22,8490.0
16293,34,8860.0
11260,34,5500.0
3583,9,780.0
1832,50,4807.0
7702,26,29691.0
10987,22,1999.0
11398,60,644.0
691,60,1919.0
14325,26,2264.0
6430,38,8580.0
13178,22,2199.0
7149,34,3470.0
2398,34,105000.0
7124,50,432.5
2666,60,906.0
3738,47,1203.0
10124,11,22990.0
1335,34,4970.0
108,34,3880.0
13704,38,16050.0
5358,41,6590.0
9247,57,236.0
375,57,172.0
3443,35,2336.0
2094,44,20721.0
15068,4,12390.0
8000,16,42432.0
11049,47,654.0
692,11,6993.0
3862,34,9710.0
4258,9,2290.0
2070,27,2100.0
2587,34,990.0
13724,41,750.0
10112,60,755.0
15448,44,320.0
16910,27,20000.0
14365,22,2999.0
5869,52,484.0
3535,25,29990.0
10353,52,807.0
4913,60,778.0
10465,27,420.0
2335,38,6200.0
9913,2,29990.0
12956,22,3499.0
12615,29,1550.0
12139,50,377.0
8378,47,2199.0
15825,60,648.0
5004,38,10600.0
13388,3,42.0
1023,34,5500.0
9386,25,23990.0
16137,29,10780.0
4736,27,17490.0
1604,52,366.0
125,34,8880.0
8065,22,1990.0
2506,44,52990.0
10901,22,1949.0
15576,22,1490.0
17212,47,646.0
5600,52,459.0
11574,38,9900.0
10231,34,2600.0
6016,38,5290.0
7182,26,29061.0
7899,34,1000.0
4438,38,1400.0
11947,22,2079.0
15985,60,3099.0
17129,22,4900.0
494,29,1714.0
16647,36,34990.0
6978,34,13870.0
15733,34,16744.0
2332,34,3600.0
14330,52,559.0
10871,11,22990.0
6266,34,6000.0
16440,22,9120.0
13986,22,2899.0
12645,27,16990.0
4610,47,4090.0
13473,27,12695.0
16775,22,3349.0
8376,38,1390.0
9392,27,61000.0
16699,34,2999.0
11180,13,690.0
12254,27,2990.0
8573,50,7590.0
10178,41,11000.0
5230,34,1790.0
9355,11,1100.0
6361,22,2319.0
5126,38,11990.0
12857,50,27487.0
1915,9,1079.0
3846,4,12790.0
291,34,3850.0
5194,26,15390.0
2996,38,5550.0
854,22,1299.0
12590,22,4149.0
11863,5,1250.0
4547,60,2430.0
2158,26,17500.0
1892,27,10400.0
13620,34,5850.0
11549,38,3890.0
8372,38,790.0
3705,38,26990.0
6838,26,9600.0
4798,34,3590.0
5255,38,19900.0
12155,34,690.0
1720,60,1649.0
16857,50,10379.0
705,34,4480.0
13679,41,2690.0
13800,50,4819.0
4544,34,4790.0
6142,60,671.0
371,38,9879.0
11125,37,12000.0
1879,60,1039.0
6744,50,110.0
2087,34,4980.0
15399,38,19900.0
13960,22,1999.0
2805,34,6500.0
13746,22,4200.0
11757,22,2099.0
8851,34,3890.0
8020,22,1390.0
15956,34,4480.0
5892,50,2255.0
11525,38,11600.0
4073,50,5975.0
1897,60,879.0
10352,60,499.0
2594,27,16490.0
14327,34,9800.0
2392,29,890.0
9939,57,176.0
5379,34,3900.0
12351,53,6300.0
9242,22,1699.0
13066,22,4699.0
10194,53,16500.0
6313,34,13920.0
14777,50,10950.0
16837,50,2290.0
168,38,5259.0
11592,22,5490.0
6853,27,20190.0
1683,38,6560.0
14232,34,1550.0
14021,22,2799.0
10610,38,15550.0
12051,22,3290.0
9881,5,4499.0
11732,34,1275.0
14917,47,9690.0
7659,36,17900.0
1984,47,29700.0
1159,22,13920.0
5396,34,990.0
2435,47,880.0
15991,22,2249.0
7534,11,7590.0
12625,47,10602.0
15709,38,13400.0
9642,50,1456.0
11878,26,17518.0
599,34,648.0
8854,60,1599.0
10739,34,12100.0
8133,27,900.0
454,60,1199.0
11408,41,29990.0
15469,34,11100.0
1545,41,16990.0
19,51,16590.0
3695,27,85790.0
1882,13,3019.0
6225,47,3590.0
3824,25,21990.0
7407,34,7650.0
9911,44,59990.0
16654,22,1299.0
7644,34,3890.0
8896,60,729.0
625,22,1490.0
11163,27,1390.0
1422,60,1893.0
7790,47,1490.0
459,34,24000.0
8306,60,372.0
14084,60,449.0
16084,22,4890.0
11119,38,15703.0
12258,34,3820.0
15366,50,350.0
13712,5,949.0
1258,22,3000.0
8493,41,2990.0
11561,22,15014.0
7553,11,120000.0
7730,22,4500.0
12621,60,2949.0
16583,34,1590.0
1171,57,179.0
2705,50,2590.0
8572,5,18000.0
15360,47,590.0
629,38,7500.0
17095,22,4194.0
1839,38,9600.0
3318,2,54000.0
5619,38,6900.0
8370,41,61990.0
16446,26,1499.0
16636,34,0.0
8665,22,969.0
10959,13,1999.0
10246,29,3200.0
14326,41,18990.0
17454,60,978.0
12279,34,9780.0
7624,25,10990.0
5586,22,2319.0
12237,50,17.0
6615,9,2999.0
8281,22,2599.0
7026,38,6990.0
12842,34,45000.0
1689,50,321.0
12458,60,978.0
17346,60,885.0
324,38,12000.0
13454,57,75.0
5469,27,6690.0
7084,38,17366.0
76,34,4730.0
11434,60,1199.0
15919,22,2249.0
5782,27,25990.0
15574,25,1800.0
6598,47,3551.0
2165,29,1130.0
14521,22,2399.0
3791,60,1999.0
17067,26,4990.0
13020,60,549.0
9826,34,7000.0
6645,34,6000.0
4529,34,1.0
6910,38,20836.0
10599,47,6490.0
5699,34,3460.0
11489,11,12500.0
5041,47,690.0
6188,67,1290000.0
8630,41,21990.0
14332,47,1990.0
1794,34,96600.0
16454,57,131.0
8050,27,14990.0
12057,38,17850.0
6076,34,4290.0
17423,60,1099.0
4358,22,2249.0
9835,34,3840.0
10786,47,472.0
7266,34,6000.0
755,22,7900.0
9865,50,639.0
850,38,4750.0
4312,27,9800.0
13837,4,17210.0
1509,22,9200.0
4170,34,9000.0
2059,13,990.0
8770,26,44545.0
8542,60,2879.0
7164,5,308.0
8117,22,6969.0
1495,38,8200.0
9287,38,105800.0
17240,50,410.0
16988,22,1274.0
5781,38,6250.0
8258,22,4554.0
14864,44,10990.0
17060,25,17990.0
13715,60,3549.0
10080,60,488.0
14670,13,1599.0
8198,11,9900.0
3605,47,5490.0
15151,52,311.0
12990,60,1499.0
12966,22,5600.0
3945,60,1189.0
11493,22,1949.0
15442,34,12251.0
17235,22,1890.0
14351,22,1019.0
2188,2,39990.0
11439,47,1840.0
1129,38,3370.0
10105,22,1879.0
12301,60,698.0
309,60,4299.0
9145,41,7800.0
7562,22,1699.0
5416,22,4399.0
14632,60,1189.0
16140,34,56600.0
9489,60,519.0
11259,50,9031.0
16256,29,1978.0
17072,57,75.0
10737,34,10850.0
15798,26,18990.0
6063,60,1444.0
4602,44,102948.0
2710,50,999.0
10339,27,5840.0
13001,50,13866.0
144,22,3900.0
13350,41,790.0
13697,26,6900.0
8932,38,540000.0
987,26,18218.0
5839,27,2990.0
7272,22,650.0
15345,38,9350.0
12604,22,14990.0
13167,26,17999.0
7555,26,590.0
5206,60,359.0
16831,22,589.0
4230,27,61050.0
4069,27,31099.0
13471,51,9790.0
15622,38,54430.0
113,37,50000.0
3253,34,6850.0
9096,34,3400.0
11392,34,9000.0
5624,5,8950.0
8699,60,1199.0
9419,34,4700.0
11322,34,335.0
3558,38,6900.0
15179,22,3480.0
13735,34,4052.0
10120,38,22990.0
12913,9,1790.0
2942,34,3960.0
10018,60,2142.0
14391,22,9490.0
9415,50,509.0
5658,16,2290.0
656,11,9530.0
914,34,22500.0
12836,34,3300.0
2753,26,1489.0
15998,22,1599.0
3811,22,1699.0
8061,60,564.0
9353,34,3899.0
15776,38,4683.0
515,29,1070.0
15496,22,1499.0
4221,22,3799.0
13522,34,5870.0
10374,50,195.0
1234,22,11920.0
17056,34,1885.0
17218,34,14720.0
9762,16,5204.0
12544,27,47555.0
13071,34,4500.0
6292,38,13900.0
16935,22,1899.0
13119,22,2399.0
9726,16,11590.0
836,38,10400.0
14582,34,3860.0
12122,38,2550.0
9056,22,3990.0
7642,34,8720.0
7234,50,4825.0
7308,60,3374.0
4668,22,2300.0
17215,22,6099.0
10484,34,7810.0
15963,53,28990.0
15391,34,3520.0
7533,26,7989.0
9847,4,12500.0
11994,38,710.0
15093,60,2319.0
12065,38,7990.0
17340,9,360.0
10693,50,244.0
1752,60,1199.0
15577,27,4000.0
2336,5,4887.0
6503,22,7500.0
11330,27,61490.0
17112,22,4149.0
4511,27,19990.0
89,41,1250.0
5999,5,300.0
6688,26,1290.0
9474,11,13590.0
12567,41,690.0
7095,16,14490.0
7825,50,15750.0
657,50,4999.0
12659,9,520.0
10645,50,1155.0
8558,26,150000.0
13130,38,1500.0
13797,44,38990.0
11288,38,30000.0
958,60,860.0
12749,41,450.0
6153,47,1761.0
5204,2,24990.0
7531,34,18000.0
5907,41,42990.0
12789,38,25400.0
13375,22,2499.0
17435,26,19598.0
8424,22,3999.0
2869,41,360.0
2074,22,15990.0
1202,26,7349.0
14219,13,1190.0
11585,38,3750.0
12460,22,15680.0
14408,34,5440.0
13334,22,1099.0
2730,50,24800.0
3103,22,3249.0
5700,60,924.0
7196,25,13990.0
1343,38,11161.0
13745,27,3990.0
11331,4,11990.0
9904,29,850.0
6451,38,4350.0
15809,34,3490.0
8243,25,8890.0
13761,4,97570.0
14234,34,1400.0
8464,27,24490.0
15697,16,2659.0
16725,60,2778.0
1646,34,5960.0
11389,34,4920.0
4921,38,4790.0
13347,50,226.0
12330,34,9830.0
5712,50,2712.0
2345,38,15990.0
9339,5,19490.0
1252,47,1590.0
2421,34,3490.0
16413,46,317.0
6037,34,1890.0
7024,22,960.0
11197,34,19480.0
13979,34,3560.0
17384,26,22990.0
1958,22,16517.0
10887,22,53990.0
3651,38,46990.0
7357,34,4232.0
16655,38,76000.0
9684,27,53860.0
2152,22,1239.0
2624,34,19700.0
2518,38,22600.0
4621,34,8400.0
11028,34,6520.0
9266,34,2900.0
10422,50,2890.0
1304,26,5821.0
15630,50,799.0
11570,34,8800.0
16368,22,1519.0
4432,38,5220.0
15629,38,7500.0
12091,11,12000.0
11106,34,13200.0
6199,22,3499.0
11495,26,60000.0
12922,52,304.0
10199,60,1799.0
7476,38,2480.0
12357,2,32990.0
1645,52,473.0
16682,38,5318.0
2988,25,15990.0
8068,34,1790.0
10754,3,396.0
17149,37,35000.0
12974,22,36990.0
15269,60,341.0
8603,9,1890.0
12866,5,10788.0
13434,34,12500.0
14984,50,6675.0
7887,38,17700.0
1474,34,2390.0
3617,34,13500.0
335,50,1506.0
16705,26,23899.0
1059,34,3290.0
10781,36,27990.0
2943,41,24339.0
2009,5,4590.0
4746,36,34990.0
4735,44,14490.0
13243,34,9720.0
4603,27,20759.0
12826,22,2799.0
9195,41,29990.0
10102,38,5706.0
3600,29,2649.0
15590,34,15950.0
10191,27,30000.0
5401,22,4599.0
8263,47,4125.0
17317,2,19990.0
12195,11,22100.0
5427,22,4699.0
2254,34,10000.0
5095,26,3443.0
7337,34,1090.0
2463,50,432.5
15584,34,21700.0
12782,22,12350.0
7218,22,2599.0
14465,41,21095.0
2789,22,3200.0
8365,37,16375.0
13671,60,2199.0
14922,41,590.0
9008,34,2690.0
5276,22,2199.0
15257,38,5700.0
8506,38,8450.0
2834,60,2664.0
1661,38,1280.0
521,50,599.0
13166,60,690.0
16602,29,880.0
1219,50,47960.0
11991,53,4500.0
16675,34,5090.0
13633,27,1450.0
566,34,5850.0
13830,22,1699.0
5283,34,5590.0
7596,22,7790.0
7593,38,7865.0
13751,34,4490.0
14516,9,750.0
3080,26,6920.0
12304,38,4750.0
3803,22,6286.0
4289,27,21990.0
2665,60,1249.0
3125,41,3690.0
16941,5,28750.0
7420,38,1571.0
11761,41,12190.0
11591,27,25671.0
6376,52,347.0
15819,38,9000.0
10321,51,7990.0
4677,29,800.0
227,22,2249.0
5072,50,3245.0
10007,53,56000.0
673,53,10500.0
1796,9,1159.0
9534,2,18990.0
9110,57,519.0
6695,26,23990.0
4484,22,2690.0
11900,34,8580.0
13754,27,1800.0
11202,60,849.0
4991,34,2150.0
10476,57,420.0
11457,29,300.0
795,57,82.0
13856,29,450.0
7192,41,25990.0
231,22,7290.0
5278,50,12900.0
4465,46,787.0
7954,41,22990.0
11305,34,1331.0
15036,38,10210.0
2402,27,24590.0
9782,34,4690.0
6208,34,1900.0
12408,50,180.0
12605,60,513.0
1912,26,24230.0
16504,22,3919.0
12569,60,833.0
9105,34,3122.0
7374,38,13300.0
11921,9,2209.0
2682,60,1039.0
8923,34,2400.0
5384,34,3960.0
3983,34,10000.0
331,27,2790.0
10208,38,13850.0
11519,41,490.0
4898,38,7909.0
10382,60,1911.0
742,50,442.0
16951,46,5098.0
15693,29,1089.0
4638,60,2149.0
2466,50,10500.0
11255,22,2199.0
14609,25,9900.0
7527,60,879.0
6574,27,6980.0
5551,50,975.0
6588,60,1099.0
3727,41,590.0
14333,60,1599.0
14605,50,11229.0
7937,34,4590.0
5933,50,773.0
6469,60,1099.0
9634,34,1700.0
17370,60,3122.0
1903,22,6290.0
16471,26,1800.0
16681,5,7400.0
17157,60,478.0
9756,47,19290.0
890,50,17780.0
976,41,1090.0
15339,22,1790.0
17163,22,4499.0
11396,53,4300.0
3155,52,445.0
1722,13,3590.0
11960,27,1350.0
15106,47,2210.0
2870,22,14880.0
8691,38,1199.0
7785,34,1255.0
12059,34,5980.0
11459,60,949.0
14793,60,4399.0
2885,60,3039.0
7110,34,125.0
7011,41,1590.0
15357,38,2016.0
927,5,1530.0
17333,41,31990.0
1970,38,6150.0
2646,22,12990.0
12763,27,3600.0
1713,22,7790.0
10450,50,489.0
1284,5,1310.0
3537,22,4890.0
5409,50,3486.0
11378,38,5800.0
9930,41,160.0
4240,41,690.0
2975,60,879.0
9318,34,3570.0
14674,34,9000.0
15447,25,10811.0
2184,11,28490.0
508,44,13579.0
6388,11,4000.0
11587,22,2464.0
7724,50,276.0
5677,22,1899.0
12206,36,69990.0
10126,34,3448.0
1894,5,727.0
9201,50,13400.0
2271,60,1369.0
14374,5,460.0
5393,60,893.0
8930,47,1690.0
16424,38,70971.0
12817,60,4099.0
5506,50,5536.0
14842,44,169990.0
11112,22,11700.0
2581,34,4200.0
14297,38,12750.0
12707,60,557.0
2267,50,457.0
16572,60,2664.0
519,34,3950.0
3279,41,15990.0
14833,38,5453.0
3685,41,1290.0
10947,41,690.0
16170,22,1099.0
14375,34,4790.0
2959,34,326.0
17153,34,2550.0
3884,11,8090.0
1045,22,5999.0
6693,34,3850.0
10083,67,1000000.0
701,25,3990.0
7894,34,4870.0
8715,41,24990.0
3680,38,19380.0
1179,60,1399.0
16117,5,4845.0
3082,9,1390.0
16557,29,9590.0
16832,38,2100.0
11348,27,27999.0
12731,5,490.0
7330,5,870.0
12418,47,1659.0
15612,22,155.0
3418,60,2108.0
15686,44,5500.0
10678,34,5990.0
12403,60,671.0
8409,9,1240.0
11956,25,12250.0
5209,50,181.0
3220,47,2490.0
15944,60,1001.0
16896,60,679.0
14978,4,40400.0
14075,41,4490.0
668,38,20000.0
4740,60,1399.0
4711,5,2637.0
5787,52,318.0
9166,50,14200.0
16590,50,2590.0
16953,34,4000.0
804,57,225.0
14392,47,2191.0
3895,22,1699.0
4181,29,650.0
155,38,6990.0
3570,52,829.0
11328,27,3990.0
10459,5,698.0
9244,38,4512.0
2419,22,3190.0
3652,26,370.0
2660,22,3299.0
15103,41,7720.0
4352,29,1056.0
8433,34,3930.0
8291,34,6560.0
1142,22,1699.0
16353,34,3390.0
8363,47,1702.5
17501,34,790.0
6206,27,790.0
11886,2,17990.0
6014,2,48900.0
1480,25,3290.0
4178,41,11990.0
2417,52,421.0
1497,5,1590.0
3927,27,21190.0
2664,38,17990.0
6773,11,13290.0
15811,50,450.0
2043,34,4600.0
7349,34,4530.0
4392,60,1999.0
9152,60,969.0
5511,38,14000.0
4423,34,4870.0
10169,60,799.0
12981,38,12000.0
6771,27,17990.0
15667,38,9490.0
5864,38,18232.0
13924,25,1690.0
2142,5,1950.0
11846,22,3000.0
17246,34,4970.0
8867,27,28900.0
9695,60,1699.0
936,34,4000.0
15035,60,2999.0
13832,22,17550.0
4281,34,8500.0
16846,60,380.0
15406,26,64990.0
15355,60,1999.0
3283,22,1349.0
7993,41,9990.0
17116,11,18500.0
13623,38,5450.0
10867,38,21990.0
13578,44,39770.0
4559,52,1768.0
4892,34,5710.0
1930,38,4000.0
14448,38,10210.0
6741,26,18990.0
1145,5,3742.0
16463,13,12990.0
8883,34,8850.0
5900,60,671.0
10521,38,3570.0
10472,27,3590.0
16882,34,3500.0
3286,47,895.0
862,41,4990.0
12129,26,29120.0
13465,41,9990.0
17238,41,2500.0
15379,34,3870.0
7667,38,5790.0
2927,60,542.0
3565,22,6499.0
3492,34,6390.0
12526,38,10350.0
1075,57,1810.0
